time,signal,feeder,pump,condition
21-10-2019-04:36:47,,b'',,L reward
21-10-2019-04:36:57,play,b'',,L reward
21-10-2019-04:37:07,,b'',,L reward
21-10-2019-04:37:17,play,b'',,L reward
21-10-2019-04:37:27,,b'',,L reward
21-10-2019-04:37:37,play,b'',,L reward
21-10-2019-04:37:47,,b'',,L reward
21-10-2019-04:37:57,play,b'',,L reward
21-10-2019-04:38:07,,b'',,L reward
21-10-2019-04:38:17,play,b'',,L reward
21-10-2019-04:38:27,,b'',,L reward
21-10-2019-04:38:37,play,b'',,L reward
21-10-2019-04:38:47,,b'',,L reward
21-10-2019-04:38:57,play,b'',,L reward
21-10-2019-04:39:07,,b'',,L reward
21-10-2019-04:39:17,play,b'',,L reward
21-10-2019-04:39:27,,b'',,L reward
21-10-2019-04:39:37,play,b'',,L reward
21-10-2019-04:39:47,,b'',,L reward
21-10-2019-04:39:58,play,b'',,L reward
21-10-2019-04:40:08,,b'',,L reward
21-10-2019-04:40:18,play,b'',,L reward
21-10-2019-04:40:28,,b'',,L reward
21-10-2019-04:40:38,play,b'',,L reward
21-10-2019-04:40:48,,b'',,L reward
21-10-2019-04:40:58,play,b'',,L reward
21-10-2019-04:41:08,,b'',,L reward
21-10-2019-04:41:18,play,b'',,L reward
21-10-2019-04:41:28,,b'',,L reward
21-10-2019-04:41:38,play,b'',,L reward
21-10-2019-04:41:48,,b'',,L reward
21-10-2019-04:41:58,play,b'',,L reward
21-10-2019-04:42:08,,b'',,L reward
21-10-2019-04:42:18,play,b'',,L reward
21-10-2019-04:42:28,,b'',,L reward
21-10-2019-04:42:38,play,b'',,L reward
21-10-2019-04:42:48,,b'',,L reward
21-10-2019-04:42:58,play,b'',,L reward
21-10-2019-04:43:08,,b'',,L reward
21-10-2019-04:43:18,play,b'',,L reward
21-10-2019-04:43:29,,b'',,L reward
21-10-2019-04:43:39,play,b'',,L reward
21-10-2019-04:43:49,,b'',,L reward
21-10-2019-04:43:59,play,b'',,L reward
21-10-2019-04:44:09,,b'',,L reward
21-10-2019-04:44:19,play,b'',,L reward
21-10-2019-04:44:29,,b'',,L reward
21-10-2019-04:44:39,play,b'',,L reward
21-10-2019-04:44:49,,b'',,L reward
21-10-2019-04:44:59,play,b'',,L reward
21-10-2019-04:45:09,,b'',,L reward
21-10-2019-04:45:19,play,b'',,L reward
21-10-2019-04:45:29,,b'',,L reward
21-10-2019-04:45:39,play,b'',,L reward
21-10-2019-04:45:49,,b'',,L reward
21-10-2019-04:45:59,play,b'',,L reward
21-10-2019-04:46:09,,b'',,L reward
21-10-2019-04:46:19,play,b'',,L reward
21-10-2019-04:46:29,,b'',,L reward
21-10-2019-04:46:39,play,b'',,L reward
21-10-2019-04:46:49,,b'',,L reward
21-10-2019-04:46:59,,b'',,L reward
21-10-2019-04:47:00,play,,,L reward
21-10-2019-04:47:10,,b'',,L reward
21-10-2019-04:47:20,play,b'',,L reward
21-10-2019-04:47:30,,b'',,L reward
21-10-2019-04:47:40,play,b'',,L reward
21-10-2019-04:47:50,,b'',,L reward
21-10-2019-04:48:00,play,b'',,L reward
21-10-2019-04:48:10,,b'',,L reward
21-10-2019-04:48:20,play,b'',,L reward
21-10-2019-04:48:30,,b'',,L reward
21-10-2019-04:48:40,play,b'',,L reward
21-10-2019-04:48:50,,b'',,L reward
21-10-2019-04:48:56,,b'1',no 1,L reward
21-10-2019-04:48:57,,b'1',,L reward
21-10-2019-04:48:58,,b'1',,L reward
21-10-2019-04:48:59,,b'1',,L reward
21-10-2019-04:49:00,,b'1',,L reward
21-10-2019-04:49:01,,b'1',,L reward
21-10-2019-04:49:02,,b'1',,L reward
21-10-2019-04:49:03,,b'1',,L reward
21-10-2019-04:49:04,,b'1',,L reward
21-10-2019-04:49:05,,b'1',,L reward
21-10-2019-04:49:06,,b'1',,L reward
21-10-2019-04:49:07,,b'1',,L reward
21-10-2019-04:49:08,,b'1',,L reward
21-10-2019-04:49:09,,b'1',,L reward
21-10-2019-04:49:10,,b'1',,L reward
21-10-2019-04:49:11,,b'1',,L reward
21-10-2019-04:49:12,,b'1',,L reward
21-10-2019-04:49:13,,b'1',,L reward
21-10-2019-04:49:14,,b'1',,L reward
21-10-2019-04:49:15,,b'1',,L reward
21-10-2019-04:49:16,,b'1',,L reward
21-10-2019-04:49:17,,b'1',,L reward
21-10-2019-04:49:18,,b'1',,L reward
21-10-2019-04:49:19,,b'1',,L reward
21-10-2019-04:49:20,,b'1',,L reward
21-10-2019-04:49:21,,b'1',,L reward
21-10-2019-04:49:22,,b'1',,L reward
21-10-2019-04:49:23,,b'1',,L reward
21-10-2019-04:49:24,,b'1',,L reward
21-10-2019-04:49:25,,b'1',,L reward
21-10-2019-04:49:26,,b'1',,L reward
21-10-2019-04:49:27,,b'1',,L reward
21-10-2019-04:49:28,,b'1',,L reward
21-10-2019-04:49:29,,b'1',,L reward
21-10-2019-04:49:30,,b'1',,L reward
21-10-2019-04:49:31,,b'1',,L reward
21-10-2019-04:49:32,,b'1',,L reward
21-10-2019-04:49:33,,b'1',,L reward
21-10-2019-04:49:34,,b'1',,L reward
21-10-2019-04:49:35,,b'1',,L reward
21-10-2019-04:49:36,,b'1',,L reward
21-10-2019-04:49:37,,b'1',,L reward
21-10-2019-04:49:38,,b'1',,L reward
21-10-2019-04:49:39,,b'1',,L reward
21-10-2019-04:49:40,,b'1',,L reward
21-10-2019-04:49:50,play,b'',,L reward
21-10-2019-04:50:00,,b'',,L reward
21-10-2019-04:50:10,play,b'',,L reward
21-10-2019-04:50:20,,b'',,L reward
21-10-2019-04:50:30,play,b'',,L reward
21-10-2019-04:50:40,,b'',,L reward
21-10-2019-04:50:50,play,b'',,L reward
21-10-2019-04:51:00,,b'',,L reward
21-10-2019-04:51:10,play,b'',,L reward
21-10-2019-04:51:20,,b'',,L reward
21-10-2019-04:51:30,play,b'',,L reward
21-10-2019-04:51:40,,b'',,L reward
21-10-2019-04:51:50,play,b'',,L reward
21-10-2019-04:52:00,,b'',,L reward
21-10-2019-04:52:10,play,b'',,L reward
21-10-2019-04:52:20,,b'',,L reward
21-10-2019-04:52:31,play,b'',,L reward
21-10-2019-04:52:41,,b'',,L reward
21-10-2019-04:52:51,play,b'',,L reward
21-10-2019-04:53:01,,b'',,L reward
21-10-2019-04:53:11,play,b'',,L reward
21-10-2019-04:53:21,,b'',,L reward
21-10-2019-04:53:31,play,b'',,L reward
21-10-2019-04:53:41,,b'',,L reward
21-10-2019-04:53:51,play,b'',,L reward
21-10-2019-04:54:01,,b'',,L reward
21-10-2019-04:54:11,play,b'',,L reward
21-10-2019-04:54:21,,b'',,L reward
21-10-2019-04:54:31,play,b'',,L reward
21-10-2019-04:54:41,,b'',,L reward
21-10-2019-04:54:51,play,b'',,L reward
21-10-2019-04:55:01,,b'',,L reward
21-10-2019-04:55:11,play,b'',,L reward
21-10-2019-04:55:21,,b'',,L reward
21-10-2019-04:55:31,play,b'',,L reward
21-10-2019-04:55:41,,b'',,L reward
21-10-2019-04:55:51,play,b'',,L reward
21-10-2019-04:56:02,,b'',,L reward
21-10-2019-04:56:12,play,b'',,L reward
21-10-2019-04:56:22,,b'',,L reward
21-10-2019-04:56:32,play,b'',,L reward
21-10-2019-04:56:42,,b'',,L reward
21-10-2019-04:56:52,play,b'',,L reward
21-10-2019-04:57:02,,b'',,L reward
21-10-2019-04:57:12,play,b'',,L reward
21-10-2019-04:57:22,,b'',,L reward
21-10-2019-04:57:32,play,b'',,L reward
21-10-2019-04:57:42,,b'',,L reward
21-10-2019-04:57:52,play,b'',,L reward
21-10-2019-04:58:02,,b'',,L reward
21-10-2019-04:58:12,play,b'',,L reward
21-10-2019-04:58:22,,b'',,L reward
21-10-2019-04:58:32,play,b'',,L reward
21-10-2019-04:58:42,,b'',,L reward
21-10-2019-04:58:52,play,b'',,L reward
21-10-2019-04:59:02,,b'',,L reward
21-10-2019-04:59:12,play,b'',,L reward
21-10-2019-04:59:23,,b'',,L reward
21-10-2019-04:59:33,play,b'',,L reward
21-10-2019-04:59:43,,b'',,L reward
21-10-2019-04:59:53,play,b'',,L reward
21-10-2019-05:00:03,,b'',,L reward
21-10-2019-05:00:13,play,b'',,L reward
21-10-2019-05:00:23,,b'',,L reward
21-10-2019-05:00:33,play,b'',,L reward
21-10-2019-05:00:38,,b'1',1,L reward
21-10-2019-05:00:39,,b'1',,L reward
21-10-2019-05:00:40,,b'1',,L reward
21-10-2019-05:00:41,,b'1',,L reward
21-10-2019-05:00:42,,b'1',,L reward
21-10-2019-05:00:43,,b'1',,L reward
21-10-2019-05:00:44,,b'1',,L reward
21-10-2019-05:00:54,play,b'',,L reward
21-10-2019-05:01:04,,b'',,L reward
21-10-2019-05:01:14,play,b'',,L reward
21-10-2019-05:01:24,,b'',,L reward
21-10-2019-05:01:34,play,b'',,L reward
21-10-2019-05:01:44,,b'',,L reward
21-10-2019-05:01:54,play,b'',,L reward
21-10-2019-05:01:57,,b'2',no 2,L reward
21-10-2019-05:01:58,,b'2',,L reward
21-10-2019-05:01:59,,b'2',,L reward
21-10-2019-05:02:00,,b'2',,L reward
21-10-2019-05:02:01,,b'2',,L reward
21-10-2019-05:02:02,,b'2',,L reward
21-10-2019-05:02:03,,b'2',,L reward
21-10-2019-05:02:04,,b'2',,L reward
21-10-2019-05:02:05,,b'2',,L reward
21-10-2019-05:02:06,,b'2',,L reward
21-10-2019-05:02:07,,b'2',,L reward
21-10-2019-05:02:08,,b'2',,L reward
21-10-2019-05:02:09,,b'2',,L reward
21-10-2019-05:02:10,,b'2',,L reward
21-10-2019-05:02:11,,b'2',,L reward
21-10-2019-05:02:12,,b'2',,L reward
21-10-2019-05:02:13,,b'2',,L reward
21-10-2019-05:02:14,,b'2',,L reward
21-10-2019-05:02:24,play,b'',,L reward
21-10-2019-05:02:31,,b'1',no 1,L reward
21-10-2019-05:02:32,,b'1',,L reward
21-10-2019-05:02:33,,b'1',,L reward
21-10-2019-05:02:34,,b'1',,L reward
21-10-2019-05:02:35,,b'1',,L reward
21-10-2019-05:02:45,,b'',,L reward
21-10-2019-05:02:46,play,,,L reward
21-10-2019-05:02:56,,b'',,L reward
21-10-2019-05:03:06,play,b'',,L reward
21-10-2019-05:03:16,,b'',,L reward
21-10-2019-05:03:26,play,b'',,L reward
21-10-2019-05:03:36,,b'',,L reward
21-10-2019-05:03:46,play,b'',,L reward
21-10-2019-05:03:56,,b'',,L reward
21-10-2019-05:04:06,play,b'',,L reward
21-10-2019-05:04:16,,b'',,L reward
21-10-2019-05:04:26,play,b'',,L reward
21-10-2019-05:04:27,,b'1',1,L reward
21-10-2019-05:04:28,,b'1',,L reward
21-10-2019-05:04:29,,b'1',,L reward
21-10-2019-05:04:30,,b'1',,L reward
21-10-2019-05:04:31,,b'1',,L reward
21-10-2019-05:04:32,,b'1',,L reward
21-10-2019-05:04:42,,b'',,L reward
21-10-2019-05:04:52,play,b'',,L reward
21-10-2019-05:05:02,,b'',,L reward
21-10-2019-05:05:12,play,b'',,L reward
21-10-2019-05:05:22,,b'',,L reward
21-10-2019-05:05:32,play,b'',,L reward
21-10-2019-05:05:42,,b'',,L reward
21-10-2019-05:05:52,play,b'',,L reward
21-10-2019-05:06:02,,b'',,L reward
21-10-2019-05:06:12,,b'',,
21-10-2019-05:06:13,play,,,L reward
21-10-2019-05:06:23,,b'',,L reward
21-10-2019-05:06:33,play,b'',,L reward
21-10-2019-05:06:43,,b'',,L reward
21-10-2019-05:06:53,play,b'',,L reward
21-10-2019-05:07:03,,b'',,L reward
21-10-2019-05:07:13,play,b'',,L reward
21-10-2019-05:07:23,,b'',,L reward
21-10-2019-05:07:32,,b'2',no 2,L reward
21-10-2019-05:07:33,,b'2',,L reward
21-10-2019-05:07:34,,b'2',,L reward
21-10-2019-05:07:35,,b'2',,L reward
21-10-2019-05:07:36,,b'2',,L reward
21-10-2019-05:07:37,,b'2',,L reward
21-10-2019-05:07:47,play,b'',,L reward
21-10-2019-05:07:57,,b'',,L reward
21-10-2019-05:08:07,play,b'',,L reward
21-10-2019-05:08:17,,b'',,L reward
21-10-2019-05:08:27,play,b'',,L reward
21-10-2019-05:08:37,,b'',,L reward
21-10-2019-05:08:47,play,b'',,L reward
21-10-2019-05:08:57,,b'',,L reward
21-10-2019-05:09:07,play,b'',,L reward
21-10-2019-05:09:12,,b'1',1,L reward
21-10-2019-05:09:13,,b'1',,L reward
21-10-2019-05:09:14,,b'1',,L reward
21-10-2019-05:09:15,,b'1',,L reward
21-10-2019-05:09:16,,b'1',,L reward
21-10-2019-05:09:17,,b'1',,L reward
21-10-2019-05:09:18,,b'1',,R reward
21-10-2019-05:09:19,,b'1',,R reward
21-10-2019-05:09:20,,b'1',,R reward
21-10-2019-05:09:30,play,b'',,R reward
21-10-2019-05:09:40,,b'',,R reward
21-10-2019-05:09:50,play,b'',,R reward
21-10-2019-05:10:00,,b'',,R reward
21-10-2019-05:10:10,play,b'',,R reward
21-10-2019-05:10:20,,b'',,R reward
21-10-2019-05:10:21,,b'2',2,R reward
21-10-2019-05:10:22,,b'2',,R reward
21-10-2019-05:10:32,play,b'',,R reward
21-10-2019-05:10:42,,b'',,R reward
21-10-2019-05:10:52,play,b'',,R reward
21-10-2019-05:11:02,,b'',,R reward
21-10-2019-05:11:13,play,b'',,R reward
21-10-2019-05:11:23,,b'',,R reward
21-10-2019-05:11:33,play,b'',,R reward
21-10-2019-05:11:43,,b'',,R reward
21-10-2019-05:11:53,play,b'',,R reward
21-10-2019-05:12:03,,b'',,R reward
21-10-2019-05:12:13,play,b'',,R reward
21-10-2019-05:12:23,,b'',,R reward
21-10-2019-05:12:33,play,b'',,R reward
21-10-2019-05:12:43,,b'',,R reward
21-10-2019-05:12:53,play,b'',,R reward
21-10-2019-05:13:01,,b'2',,R reward
21-10-2019-05:13:02,,b'2',no 2,R reward
21-10-2019-05:13:03,,b'2',,R reward
21-10-2019-05:13:04,,b'2',,R reward
21-10-2019-05:13:14,play,b'',,R reward
21-10-2019-05:13:24,,b'',,R reward
21-10-2019-05:13:34,play,b'',,R reward
21-10-2019-05:13:44,,b'',,R reward
21-10-2019-05:13:54,play,b'',,R reward
21-10-2019-05:14:04,,b'',,R reward
21-10-2019-05:14:14,play,b'1',no 1,R reward
21-10-2019-05:14:15,,b'1',,R reward
21-10-2019-05:14:16,,b'1',,R reward
21-10-2019-05:14:17,,b'1',,R reward
21-10-2019-05:14:18,,b'1',,R reward
21-10-2019-05:14:19,,b'1',,R reward
21-10-2019-05:14:20,,b'1',,R reward
21-10-2019-05:14:21,,b'1',,R reward
21-10-2019-05:14:22,,b'1',,R reward
21-10-2019-05:14:23,,b'1',,R reward
21-10-2019-05:14:24,,b'1',,R reward
21-10-2019-05:14:34,,b'',,R reward
21-10-2019-05:14:44,play,b'',,R reward
21-10-2019-05:14:54,,b'',,R reward
21-10-2019-05:15:04,play,b'',,R reward
21-10-2019-05:15:14,,b'',,R reward
21-10-2019-05:15:24,play,b'',,R reward
21-10-2019-05:15:31,,b'2',2,R reward
21-10-2019-05:15:32,,b'2',,R reward
21-10-2019-05:15:33,,b'2',,R reward
21-10-2019-05:15:43,,b'',,R reward
21-10-2019-05:15:50,,b'2',,R reward
21-10-2019-05:16:00,play,b'',,R reward
21-10-2019-05:16:10,,b'',,R reward
21-10-2019-05:16:20,play,b'',,R reward
21-10-2019-05:16:30,,b'',,R reward
21-10-2019-05:16:40,play,b'',,R reward
21-10-2019-05:16:50,,b'',,R reward
21-10-2019-05:17:00,play,b'',,R reward
21-10-2019-05:17:10,,b'',,R reward
21-10-2019-05:17:13,,b'1',1,R reward
21-10-2019-05:17:14,,b'1',,R reward
21-10-2019-05:17:15,,b'1',,R reward
21-10-2019-05:17:16,,b'1',,R reward
21-10-2019-05:17:17,,b'1',,R reward
21-10-2019-05:17:18,,b'1',,R reward
21-10-2019-05:17:19,,b'1',,R reward
21-10-2019-05:17:20,,b'1',,R reward
21-10-2019-05:17:21,,b'1',,R reward
21-10-2019-05:17:30,,b'1',,R reward
21-10-2019-05:17:31,,b'1',,R reward
21-10-2019-05:17:32,,b'1',,R reward
21-10-2019-05:17:33,,b'1',,R reward
21-10-2019-05:17:34,,b'1',,R reward
21-10-2019-05:17:35,,b'1',,R reward
21-10-2019-05:17:36,,b'1',,R reward
21-10-2019-05:17:37,,b'1',,R reward
21-10-2019-05:17:38,,b'1',,R reward
21-10-2019-05:17:39,,b'1',,R reward
21-10-2019-05:17:40,,b'1',,R reward
21-10-2019-05:17:41,,b'1',,R reward
21-10-2019-05:17:42,,b'1',,R reward
21-10-2019-05:17:43,,b'1',,R reward
21-10-2019-05:17:50,,b'1',,R reward
21-10-2019-05:17:52,,b'2',,R reward
21-10-2019-05:17:53,,b'2',,R reward
21-10-2019-05:17:54,,b'2',,R reward
21-10-2019-05:18:03,,b'1',,R reward
21-10-2019-05:18:04,,b'1',,R reward
21-10-2019-05:18:05,,b'1',,R reward
21-10-2019-05:18:08,,b'1',,R reward
21-10-2019-05:18:09,,b'1',,R reward
21-10-2019-05:18:10,,b'1',,R reward
21-10-2019-05:18:20,play,b'',,R reward
21-10-2019-05:18:30,,b'',,R reward
21-10-2019-05:18:32,,b'2',no 2,R reward
21-10-2019-05:18:33,,b'2',,R reward
21-10-2019-05:18:39,,b'2',,R reward
21-10-2019-05:18:49,play,b'',,R reward
21-10-2019-05:18:59,,b'',,R reward
21-10-2019-05:19:09,play,b'',,R reward
21-10-2019-05:19:19,,b'',,R reward
21-10-2019-05:19:29,play,b'',,R reward
21-10-2019-05:19:39,,b'',,R reward
21-10-2019-05:19:47,,b'1',no 1,R reward
21-10-2019-05:19:48,,b'1',,R reward
21-10-2019-05:19:49,,b'1',,R reward
21-10-2019-05:19:59,play,b'',,R reward
21-10-2019-05:20:09,,b'',,R reward
21-10-2019-05:20:19,play,b'',,R reward
21-10-2019-05:20:29,,b'',,R reward
21-10-2019-05:20:37,,b'2',2,R reward
21-10-2019-05:20:38,,b'2',,R reward
21-10-2019-05:20:39,,b'2',,R reward
21-10-2019-05:20:40,,b'2',,R reward
21-10-2019-05:20:41,,b'2',,R reward
21-10-2019-05:20:44,,b'1',,R reward
21-10-2019-05:20:45,,b'1',,R reward
21-10-2019-05:20:55,play,b'',,R reward
21-10-2019-05:21:05,,b'',,R reward
21-10-2019-05:21:15,play,b'',,R reward
21-10-2019-05:21:25,,b'',,R reward
21-10-2019-05:21:35,,b'',,R reward
21-10-2019-05:21:36,play,,,R reward
21-10-2019-05:21:46,,b'',,R reward
21-10-2019-05:21:56,play,b'',,R reward
21-10-2019-05:22:06,,b'',,R reward
21-10-2019-05:22:16,play,b'',,R reward
21-10-2019-05:22:26,,b'',,R reward
21-10-2019-05:22:36,play,b'',,R reward
21-10-2019-05:22:46,,b'',,R reward
21-10-2019-05:22:56,play,b'',,R reward
21-10-2019-05:23:06,,b'',,R reward
21-10-2019-05:23:16,play,b'',,R reward
21-10-2019-05:23:26,,b'',,R reward
21-10-2019-05:23:36,play,b'',,R reward
21-10-2019-05:23:46,,b'',,R reward
21-10-2019-05:23:56,play,b'',,R reward
21-10-2019-05:24:06,,b'',,R reward
21-10-2019-05:24:16,play,b'',,R reward
21-10-2019-05:24:26,,b'',,R reward
21-10-2019-05:24:36,play,b'',,R reward
21-10-2019-05:24:46,,b'',,R reward
21-10-2019-05:24:56,,b'',,R reward
21-10-2019-05:24:57,play,,,R reward
21-10-2019-05:25:07,,b'',,R reward
21-10-2019-05:25:17,play,b'',,R reward
21-10-2019-05:25:27,,b'',,R reward
21-10-2019-05:25:37,play,b'',,R reward
21-10-2019-05:25:47,,b'',,R reward
21-10-2019-05:25:57,play,b'',,R reward
21-10-2019-05:26:07,,b'',,R reward
21-10-2019-05:26:17,play,b'',,R reward
21-10-2019-05:26:27,,b'',,R reward
21-10-2019-05:26:37,play,b'',,R reward
21-10-2019-05:26:47,,b'',,R reward
21-10-2019-05:26:57,play,b'',,R reward
21-10-2019-05:27:07,,b'',,R reward
21-10-2019-05:27:17,play,b'',,R reward
21-10-2019-05:27:27,,b'',,R reward
21-10-2019-05:27:37,play,b'',,R reward
21-10-2019-05:27:47,,b'',,R reward
21-10-2019-05:27:57,play,b'',,R reward
21-10-2019-05:28:07,,b'',,R reward
21-10-2019-05:28:17,,b'',,R reward
21-10-2019-05:28:18,play,,,R reward
21-10-2019-05:28:28,,b'',,R reward
21-10-2019-05:28:38,play,b'',,R reward
21-10-2019-05:28:48,,b'',,R reward
21-10-2019-05:28:58,play,b'',,R reward
21-10-2019-05:29:08,,b'',,R reward
21-10-2019-05:29:18,play,b'',,R reward
21-10-2019-05:29:28,,b'',,R reward
21-10-2019-05:29:38,play,b'',,R reward
21-10-2019-05:29:48,,b'',,R reward
21-10-2019-05:29:58,play,b'',,R reward
21-10-2019-05:30:08,,b'',,R reward
21-10-2019-05:30:18,play,b'',,R reward
21-10-2019-05:30:28,,b'',,R reward
21-10-2019-05:30:38,play,b'',,R reward
21-10-2019-05:30:48,,b'',,R reward
21-10-2019-05:30:58,play,b'',,R reward
21-10-2019-05:31:08,,b'',,R reward
21-10-2019-05:31:18,play,b'',,R reward
21-10-2019-05:31:28,,b'',,R reward
21-10-2019-05:31:38,,b'',,R reward
21-10-2019-05:31:39,play,,,R reward
21-10-2019-05:31:49,,b'',,R reward
21-10-2019-05:31:59,play,b'',,R reward
21-10-2019-05:32:09,,b'',,R reward
21-10-2019-05:32:19,play,b'',,R reward
21-10-2019-05:32:29,,b'',,R reward
21-10-2019-05:32:39,play,b'',,R reward
21-10-2019-05:32:49,,b'',,R reward
21-10-2019-05:32:57,,b'1',no 1,R reward
21-10-2019-05:32:58,,b'1',,R reward
21-10-2019-05:32:59,,b'1',,R reward
21-10-2019-05:33:00,,b'1',,R reward
21-10-2019-05:33:01,,b'1',,R reward
21-10-2019-05:33:11,play,b'',,R reward
21-10-2019-05:33:21,,b'',,R reward
21-10-2019-05:33:31,play,b'',,R reward
21-10-2019-05:33:41,,b'',,R reward
21-10-2019-05:33:51,play,b'',,R reward
21-10-2019-05:34:01,,b'',,R reward
21-10-2019-05:34:11,play,b'',,R reward
21-10-2019-05:34:17,,b'2',2,R reward
21-10-2019-05:34:19,,b'2',,R reward
21-10-2019-05:34:29,,b'2',,R reward
21-10-2019-05:34:30,,b'2',,R reward
21-10-2019-05:34:31,,b'2',,R reward
21-10-2019-05:34:41,play,b'',,R reward
21-10-2019-05:34:51,,b'',,R reward
21-10-2019-05:35:01,play,b'',,R reward
21-10-2019-05:35:11,,b'',,R reward
21-10-2019-05:35:21,play,b'',,R reward
21-10-2019-05:35:31,,b'',,R reward
21-10-2019-05:35:41,play,b'',,R reward
21-10-2019-05:35:51,,b'',,R reward
21-10-2019-05:35:55,,b'2',,R reward
21-10-2019-05:35:57,,b'2',2,R reward
21-10-2019-05:35:58,,b'2',,R reward
21-10-2019-05:35:59,,b'2',,R reward
21-10-2019-05:36:06,,b'2',,R reward
21-10-2019-05:36:07,,b'2',,R reward
21-10-2019-05:36:17,play,b'',,R reward
21-10-2019-05:36:27,,b'',,R reward
21-10-2019-05:36:37,play,b'',,R reward
21-10-2019-05:36:47,,b'',,R reward
21-10-2019-05:36:57,play,b'',,R reward
21-10-2019-05:37:07,,b'',,R reward
21-10-2019-05:37:17,play,b'',,R reward
21-10-2019-05:37:27,,b'',,R reward
21-10-2019-05:37:37,play,b'',,R reward
21-10-2019-05:37:47,,b'',,R reward
21-10-2019-05:37:57,play,b'',,R reward
21-10-2019-05:38:07,,b'',,R reward
21-10-2019-05:38:17,play,b'',,R reward
21-10-2019-05:38:27,,b'',,R reward
21-10-2019-05:38:38,play,b'',,R reward
21-10-2019-05:38:48,,b'',,R reward
21-10-2019-05:38:58,play,b'',,R reward
21-10-2019-05:39:08,,b'',,R reward
21-10-2019-05:39:18,play,b'',,R reward
21-10-2019-05:39:28,,b'',,R reward
21-10-2019-05:39:38,play,b'',,R reward
21-10-2019-05:39:48,,b'1',no 1,R reward
21-10-2019-05:39:49,,b'1',,R reward
21-10-2019-05:39:50,,b'1',,R reward
21-10-2019-05:40:00,play,b'',,R reward
21-10-2019-05:40:10,,b'',,R reward
21-10-2019-05:40:20,play,b'',,R reward
21-10-2019-05:40:30,,b'',,R reward
21-10-2019-05:40:40,play,b'',,R reward
21-10-2019-05:40:49,,b'2',2,R reward
21-10-2019-05:40:50,,b'2',,R reward
21-10-2019-05:41:00,play,b'',,R reward
21-10-2019-05:41:10,,b'',,R reward
21-10-2019-05:41:20,play,b'',,R reward
21-10-2019-05:41:30,,b'',,R reward
21-10-2019-05:41:41,play,b'',,R reward
21-10-2019-05:41:51,,b'',,R reward
21-10-2019-05:42:01,play,b'',,R reward
21-10-2019-05:42:11,,b'',,R reward
21-10-2019-05:42:21,play,b'',,R reward
21-10-2019-05:42:26,,b'2',2,R reward
21-10-2019-05:42:27,,b'2',,R reward
21-10-2019-05:42:28,,b'2',,R reward
21-10-2019-05:42:29,,b'2',,R reward
21-10-2019-05:42:39,,b'',,R reward
21-10-2019-05:42:49,play,b'',,R reward
21-10-2019-05:43:00,,b'',,R reward
21-10-2019-05:43:03,,b'1',1,R reward
21-10-2019-05:43:04,,b'1',,R reward
21-10-2019-05:43:05,,b'1',,R reward
21-10-2019-05:43:15,play,b'',,R reward
21-10-2019-05:43:25,,b'',,R reward
21-10-2019-05:43:35,,b'',,R reward
21-10-2019-05:43:36,play,,,R reward
21-10-2019-05:43:46,,b'',,R reward
21-10-2019-05:43:56,play,b'',,R reward
21-10-2019-05:44:03,,b'2',2,R reward
21-10-2019-05:44:04,,b'2',,R reward
21-10-2019-05:44:05,,b'2',,R reward
21-10-2019-05:44:06,,b'2',,R reward
21-10-2019-05:44:16,,b'',,R reward
21-10-2019-05:44:17,play,,,R reward
21-10-2019-05:44:27,,b'',,R reward
21-10-2019-05:44:37,play,b'',,R reward
21-10-2019-05:44:47,,b'',,R reward
21-10-2019-05:44:57,play,b'',,R reward
21-10-2019-05:45:07,,b'',,R reward
21-10-2019-05:45:17,play,b'',,R reward
21-10-2019-05:45:27,,b'',,R reward
21-10-2019-05:45:37,play,b'',,R reward
21-10-2019-05:45:47,,b'',,R reward
21-10-2019-05:45:57,play,b'',,R reward
21-10-2019-05:46:07,,b'',,R reward
21-10-2019-05:46:17,play,b'',,R reward
21-10-2019-05:46:19,,b'2',2,R reward
21-10-2019-05:46:20,,b'2',,R reward
21-10-2019-05:46:21,,b'2',,R reward
21-10-2019-05:46:22,,b'2',,R reward
21-10-2019-05:46:23,,b'2',,R reward
21-10-2019-05:46:24,,b'2',,R reward
21-10-2019-05:46:25,,b'2',,R reward
21-10-2019-05:46:26,,b'2',,R reward
21-10-2019-05:46:27,,b'2',,R reward
21-10-2019-05:46:28,,b'2',,R reward
21-10-2019-05:46:29,,b'2',,R reward
21-10-2019-05:46:30,,b'2',,R reward
21-10-2019-05:46:40,play,b'',,R reward
21-10-2019-05:46:41,,b'1',no 1,R reward
21-10-2019-05:46:42,,b'1',,R reward
21-10-2019-05:46:43,,b'1',,R reward
21-10-2019-05:46:44,,b'1',,R reward
21-10-2019-05:46:45,,b'1',,R reward
21-10-2019-05:46:55,,b'',,R reward
21-10-2019-05:47:05,play,b'',,R reward
21-10-2019-05:47:15,,b'',,R reward
21-10-2019-05:47:25,play,b'',,R reward
21-10-2019-05:47:35,,b'',,R reward
21-10-2019-05:47:45,play,b'',,R reward
21-10-2019-05:47:55,,b'',,R reward
21-10-2019-05:48:05,play,b'',,R reward
21-10-2019-05:48:15,,b'',,R reward
21-10-2019-05:48:25,play,b'',,R reward
21-10-2019-05:48:35,,b'',,R reward
21-10-2019-05:48:45,play,b'',,R reward
21-10-2019-05:48:55,,b'',,R reward
